,Date,Trip_ID,Stop_Name,Latitude,Longitude,Visit_Time,Visit_Duration_Min,Travel_Next_Min,Day_Of_Week,Month,Hour,Is_Weekend,Traffic_Level,Stop_Encoded,Cluster,Stop_Frequency,Avg_Stop_Time,Daily_Visits,Route_Efficiency
D5,2026-01-07,TRP-0529,School 1,17.372,78.468,1900-01-01 12:30:00,48,29,Wednesday,January,12,0,1,36,2,30,28.1,1,1.6
D5,2026-01-10,TRP-0530,Pharmacy 1,17.375,78.472,1900-01-01 09:15:00,26,38,Saturday,January,9,1,2,31,2,24,27.541666666666668,1,0.6666666666666666
D5,2026-01-12,TRP-0531,Depot B,17.345,78.455,1900-01-01 08:00:00,36,19,Monday,January,8,0,2,8,2,43,28.790697674418606,1,1.8
D5,2026-01-15,TRP-0532,Tech Park 2,17.355,78.458,1900-01-01 14:30:00,11,31,Thursday,January,14,0,1,50,2,38,26.289473684210527,1,0.34375
D5,2026-01-16,TRP-0533,Warehouse 2,17.34,78.45,1900-01-01 09:30:00,30,13,Friday,January,9,0,2,52,2,30,24.766666666666666,1,2.142857142857143
D5,2026-01-17,TRP-0534,Community Center,17.362,78.484,1900-01-01 10:45:00,26,23,Saturday,January,10,1,2,6,2,33,26.363636363636363,1,1.0833333333333333
D5,2026-01-18,TRP-0535,Hub South,17.33,78.44,1900-01-01 10:15:00,48,30,Sunday,January,10,1,2,15,1,33,27.272727272727273,1,1.5483870967741935
D5,2026-01-19,TRP-0536,Market 1,17.395,78.488,1900-01-01 09:00:00,23,41,Monday,January,9,0,2,19,4,52,25.71153846153846,1,0.5476190476190477
D5,2026-01-21,TRP-0537,Store C,17.375,78.48,1900-01-01 14:30:00,28,40,Wednesday,January,14,0,1,41,2,41,29.146341463414632,1,0.6829268292682927
D5,2026-01-23,TRP-0538,Office A,17.38,78.475,1900-01-01 15:45:00,38,36,Friday,January,15,0,1,21,2,32,28.09375,1,1.027027027027027
D5,2026-01-29,TRP-0539,Park A,17.418,78.518,1900-01-01 14:15:00,48,22,Thursday,January,14,0,1,29,0,29,26.79310344827586,1,2.0869565217391304
D5,2026-02-05,TRP-0540,Park B,17.358,78.458,1900-01-01 10:30:00,52,15,Thursday,February,10,0,2,30,2,33,24.484848484848484,1,3.25
D5,2026-02-07,TRP-0541,Airport Gate,17.24,78.43,1900-01-01 13:30:00,15,10,Saturday,February,13,1,1,0,1,46,28.369565217391305,1,1.3636363636363635
D5,2026-02-08,TRP-0542,Store I,17.43,78.52,1900-01-01 15:00:00,12,16,Sunday,February,15,1,1,47,0,41,28.170731707317074,1,0.7058823529411765
D5,2026-02-13,TRP-0543,Park B,17.358,78.458,1900-01-01 08:15:00,59,15,Friday,February,8,0,2,30,2,33,24.484848484848484,1,3.6875
D5,2026-02-14,TRP-0544,Outlet 5,17.412,78.498,1900-01-01 13:30:00,35,34,Saturday,February,13,1,1,28,4,43,28.72093023255814,1,1.0
D5,2026-02-16,TRP-0545,Store D,17.4,78.5,1900-01-01 15:15:00,11,22,Monday,February,15,0,1,42,4,50,29.36,2,0.4782608695652174
D5,2026-02-19,TRP-0546,Store C,17.375,78.48,1900-01-01 09:15:00,31,36,Thursday,February,9,0,2,41,2,41,29.146341463414632,1,0.8378378378378378
D5,2026-02-23,TRP-0547,Outlet 2,17.375,78.505,1900-01-01 10:45:00,34,10,Monday,February,10,0,2,25,4,34,26.205882352941178,1,3.090909090909091
D5,2026-02-24,TRP-0548,Store G,17.42,78.49,1900-01-01 09:30:00,32,19,Tuesday,February,9,0,2,45,4,47,30.80851063829787,1,1.6
D5,2026-02-27,TRP-0549,School 2,17.408,78.512,1900-01-01 10:45:00,54,45,Friday,February,10,0,2,37,4,49,26.6734693877551,1,1.173913043478261
D5,2026-02-28,TRP-0550,Airport Gate,17.24,78.43,1900-01-01 16:15:00,40,29,Saturday,February,16,1,1,0,1,46,28.369565217391305,2,1.3333333333333333
D5,2026-03-02,TRP-0551,Outlet 5,17.412,78.498,1900-01-01 13:45:00,52,28,Monday,March,13,0,1,28,4,43,28.72093023255814,1,1.793103448275862
D5,2026-03-03,TRP-0552,Outlet 2,17.375,78.505,1900-01-01 12:30:00,53,34,Tuesday,March,12,0,1,25,4,34,26.205882352941178,1,1.5142857142857142
D5,2026-03-05,TRP-0553,Outlet 1,17.385,78.49,1900-01-01 08:30:00,57,39,Thursday,March,8,0,2,24,4,35,27.82857142857143,1,1.425
D5,2026-03-07,TRP-0554,Outlet 1,17.385,78.49,1900-01-01 11:00:00,56,19,Saturday,March,11,1,1,24,4,35,27.82857142857143,2,2.8
D5,2026-03-09,TRP-0555,Store F,17.41,78.51,1900-01-01 10:00:00,49,43,Monday,March,10,0,2,44,4,31,24.774193548387096,1,1.1136363636363635
D5,2026-03-10,TRP-0556,Outlet 5,17.412,78.498,1900-01-01 09:00:00,20,44,Tuesday,March,9,0,2,28,4,43,28.72093023255814,1,0.4444444444444444
D5,2026-03-11,TRP-0557,Clinic A,17.382,78.483,1900-01-01 12:30:00,21,45,Wednesday,March,12,0,1,4,4,42,28.404761904761905,1,0.45652173913043476
D5,2026-03-13,TRP-0558,Shopping Center,17.445,78.527,1900-01-01 10:30:00,47,15,Friday,March,10,0,2,38,0,39,29.94871794871795,2,2.9375
D5,2026-03-25,TRP-0559,Depot B,17.345,78.455,1900-01-01 15:15:00,57,14,Wednesday,March,15,0,1,8,2,43,28.790697674418606,2,3.8
D5,2026-03-26,TRP-0560,Depot B,17.345,78.455,1900-01-01 09:45:00,58,44,Thursday,March,9,0,2,8,2,43,28.790697674418606,2,1.288888888888889
D5,2026-03-27,TRP-0561,Store F,17.41,78.51,1900-01-01 09:45:00,11,15,Friday,March,9,0,2,44,4,31,24.774193548387096,1,0.6875
D5,2026-04-02,TRP-0562,Store C,17.375,78.48,1900-01-01 14:45:00,55,13,Thursday,April,14,0,1,41,2,41,29.146341463414632,1,3.9285714285714284
D5,2026-04-05,TRP-0563,Hotel A,17.388,78.492,1900-01-01 08:00:00,24,21,Sunday,April,8,1,2,11,4,44,28.045454545454547,1,1.0909090909090908
D5,2026-04-06,TRP-0564,School 2,17.408,78.512,1900-01-01 13:15:00,15,42,Monday,April,13,0,1,37,4,49,26.6734693877551,1,0.3488372093023256
D5,2026-04-08,TRP-0565,Market 1,17.395,78.488,1900-01-01 16:15:00,16,18,Wednesday,April,16,0,1,19,4,52,25.71153846153846,1,0.8421052631578947
D5,2026-04-09,TRP-0566,Store D,17.4,78.5,1900-01-01 16:30:00,30,16,Thursday,April,16,0,1,42,4,50,29.36,1,1.7647058823529411
D5,2026-04-11,TRP-0567,Store I,17.43,78.52,1900-01-01 11:45:00,30,17,Saturday,April,11,1,1,47,0,41,28.170731707317074,1,1.6666666666666667
D5,2026-04-14,TRP-0568,Tech Park 2,17.355,78.458,1900-01-01 16:15:00,47,30,Tuesday,April,16,0,1,50,2,38,26.289473684210527,1,1.5161290322580645
D5,2026-04-18,TRP-0569,School 2,17.408,78.512,1900-01-01 09:00:00,59,41,Saturday,April,9,1,2,37,4,49,26.6734693877551,1,1.4047619047619047
D5,2026-04-19,TRP-0570,Store I,17.43,78.52,1900-01-01 14:15:00,29,20,Sunday,April,14,1,1,47,0,41,28.170731707317074,1,1.380952380952381
D5,2026-04-22,TRP-0571,Airport Gate,17.24,78.43,1900-01-01 10:15:00,21,24,Wednesday,April,10,0,2,0,1,46,28.369565217391305,1,0.84
D5,2026-04-27,TRP-0572,Store A,17.385,78.486,1900-01-01 13:30:00,23,28,Monday,April,13,0,1,39,4,38,28.526315789473685,1,0.7931034482758621
D5,2026-05-02,TRP-0573,Office A,17.38,78.475,1900-01-01 15:30:00,59,18,Saturday,May,15,1,1,21,2,32,28.09375,1,3.1052631578947367
D5,2026-05-04,TRP-0574,Hub East,17.395,78.55,1900-01-01 10:15:00,37,19,Monday,May,10,0,2,13,0,39,27.94871794871795,1,1.85
D5,2026-05-05,TRP-0575,Restaurant 1,17.402,78.502,1900-01-01 14:30:00,28,15,Tuesday,May,14,0,1,34,4,32,30.96875,3,1.75
D5,2026-05-07,TRP-0576,Bank B,17.398,78.498,1900-01-01 15:45:00,20,43,Thursday,May,15,0,1,2,4,29,29.17241379310345,1,0.45454545454545453
D5,2026-05-09,TRP-0577,Store G,17.42,78.49,1900-01-01 12:15:00,58,32,Saturday,May,12,1,1,45,4,47,30.80851063829787,1,1.7575757575757576
D5,2026-05-11,TRP-0578,Restaurant 2,17.362,78.462,1900-01-01 11:00:00,44,45,Monday,May,11,0,1,35,2,38,24.55263157894737,2,0.9565217391304348
D5,2026-05-13,TRP-0579,Tech Park 2,17.355,78.458,1900-01-01 09:15:00,28,11,Wednesday,May,9,0,2,50,2,38,26.289473684210527,1,2.3333333333333335
D5,2026-05-15,TRP-0580,Hub East,17.395,78.55,1900-01-01 14:30:00,17,11,Friday,May,14,0,1,13,0,39,27.94871794871795,1,1.4166666666666667
D5,2026-05-17,TRP-0581,Depot B,17.345,78.455,1900-01-01 16:45:00,30,21,Sunday,May,16,1,1,8,2,43,28.790697674418606,1,1.3636363636363635
D5,2026-05-22,TRP-0582,Bank A,17.388,78.482,1900-01-01 08:00:00,19,36,Friday,May,8,0,2,1,4,36,27.166666666666668,1,0.5135135135135135
D5,2026-05-28,TRP-0583,Office C,17.415,78.485,1900-01-01 09:45:00,37,20,Thursday,May,9,0,2,23,4,34,27.852941176470587,1,1.7619047619047619
D5,2026-06-01,TRP-0584,Mall 2,17.425,78.525,1900-01-01 08:30:00,27,33,Monday,June,8,0,2,18,0,32,27.375,1,0.7941176470588235
D5,2026-06-09,TRP-0585,Tech Park 2,17.355,78.458,1900-01-01 12:00:00,31,18,Tuesday,June,12,0,1,50,2,38,26.289473684210527,1,1.631578947368421
D5,2026-06-10,TRP-0586,Restaurant 1,17.402,78.502,1900-01-01 10:00:00,22,43,Wednesday,June,10,0,2,34,4,32,30.96875,1,0.5
D5,2026-06-15,TRP-0587,Market 2,17.385,78.508,1900-01-01 11:30:00,53,30,Monday,June,11,0,1,20,4,41,27.073170731707318,1,1.7096774193548387
D5,2026-06-16,TRP-0588,Railway Station,17.432,78.498,1900-01-01 13:00:00,60,29,Tuesday,June,13,0,1,33,0,37,27.62162162162162,1,2.0
D5,2026-06-19,TRP-0589,Store H,17.35,78.46,1900-01-01 12:00:00,57,24,Friday,June,12,0,1,46,2,39,25.41025641025641,1,2.28
D5,2026-06-20,TRP-0590,Bus Terminal,17.384,78.456,1900-01-01 12:15:00,14,24,Saturday,June,12,1,1,3,2,42,25.738095238095237,2,0.56
D5,2026-06-25,TRP-0591,School 2,17.408,78.512,1900-01-01 11:45:00,48,37,Thursday,June,11,0,1,37,4,49,26.6734693877551,1,1.263157894736842
D5,2026-06-26,TRP-0592,Office A,17.38,78.475,1900-01-01 14:30:00,40,23,Friday,June,14,0,1,21,2,32,28.09375,1,1.6666666666666667
D5,2026-06-28,TRP-0593,Hub East,17.395,78.55,1900-01-01 09:15:00,19,25,Sunday,June,9,1,2,13,0,39,27.94871794871795,1,0.7307692307692307
D5,2026-06-29,TRP-0594,Store G,17.42,78.49,1900-01-01 15:30:00,26,24,Monday,June,15,0,1,45,4,47,30.80851063829787,1,1.04
D5,2026-07-04,TRP-0595,Store B,17.39,78.495,1900-01-01 08:15:00,18,39,Saturday,July,8,1,2,40,4,37,26.35135135135135,1,0.45
D5,2026-07-07,TRP-0596,Outlet 1,17.385,78.49,1900-01-01 13:00:00,36,28,Tuesday,July,13,0,1,24,4,35,27.82857142857143,1,1.2413793103448276
D5,2026-07-10,TRP-0597,Railway Station,17.432,78.498,1900-01-01 14:30:00,10,28,Friday,July,14,0,1,33,0,37,27.62162162162162,1,0.3448275862068966
D5,2026-07-12,TRP-0598,Mall 2,17.425,78.525,1900-01-01 16:30:00,26,20,Sunday,July,16,1,1,18,0,32,27.375,1,1.2380952380952381
D5,2026-07-15,TRP-0599,Store J,17.395,78.505,1900-01-01 15:45:00,37,29,Wednesday,July,15,0,1,48,4,34,28.352941176470587,1,1.2333333333333334
D5,2026-07-18,TRP-0600,Outlet 2,17.375,78.505,1900-01-01 10:45:00,46,10,Saturday,July,10,1,2,25,4,34,26.205882352941178,1,4.181818181818182
D5,2026-07-21,TRP-0601,Hub West,17.395,78.43,1900-01-01 13:30:00,43,26,Tuesday,July,13,0,1,16,3,49,29.20408163265306,2,1.5925925925925926
D5,2026-07-24,TRP-0602,Mall 2,17.425,78.525,1900-01-01 09:45:00,55,40,Friday,July,9,0,2,18,0,32,27.375,1,1.3414634146341464
D5,2026-07-25,TRP-0603,Store C,17.375,78.48,1900-01-01 10:30:00,19,26,Saturday,July,10,1,2,41,2,41,29.146341463414632,1,0.7037037037037037
D5,2026-07-26,TRP-0604,Railway Station,17.432,78.498,1900-01-01 16:00:00,32,42,Sunday,July,16,1,1,33,0,37,27.62162162162162,1,0.7441860465116279
D5,2026-07-28,TRP-0605,School 2,17.408,78.512,1900-01-01 12:15:00,44,33,Tuesday,July,12,0,1,37,4,49,26.6734693877551,1,1.2941176470588236
D5,2026-08-08,TRP-0606,Hub West,17.395,78.43,1900-01-01 09:30:00,42,40,Saturday,August,9,1,2,16,3,49,29.20408163265306,1,1.024390243902439
D5,2026-08-09,TRP-0607,Market 1,17.395,78.488,1900-01-01 15:45:00,29,28,Sunday,August,15,1,1,19,4,52,25.71153846153846,1,1.0
D5,2026-08-12,TRP-0608,School 2,17.408,78.512,1900-01-01 15:30:00,15,28,Wednesday,August,15,0,1,37,4,49,26.6734693877551,1,0.5172413793103449
D5,2026-08-14,TRP-0609,Mall 1,17.37,78.465,1900-01-01 11:30:00,17,13,Friday,August,11,0,1,17,2,39,29.71794871794872,1,1.2142857142857142
D5,2026-08-18,TRP-0610,Market 2,17.385,78.508,1900-01-01 12:45:00,40,43,Tuesday,August,12,0,1,20,4,41,27.073170731707318,1,0.9090909090909091
D5,2026-08-19,TRP-0611,Store A,17.385,78.486,1900-01-01 16:15:00,31,27,Wednesday,August,16,0,1,39,4,38,28.526315789473685,1,1.1071428571428572
D5,2026-08-20,TRP-0612,Depot A,17.435,78.535,1900-01-01 09:15:00,56,31,Thursday,August,9,0,2,7,0,41,28.926829268292682,1,1.75
D5,2026-08-24,TRP-0613,Hub East,17.395,78.55,1900-01-01 09:30:00,14,20,Monday,August,9,0,2,13,0,39,27.94871794871795,1,0.6666666666666666
D5,2026-08-27,TRP-0614,Factory 2,17.32,78.43,1900-01-01 16:15:00,47,36,Thursday,August,16,0,1,10,1,40,27.15,1,1.2702702702702702
D5,2026-08-28,TRP-0615,Depot A,17.435,78.535,1900-01-01 11:30:00,39,13,Friday,August,11,0,1,7,0,41,28.926829268292682,1,2.7857142857142856
D5,2026-08-30,TRP-0616,Park A,17.418,78.518,1900-01-01 11:45:00,59,12,Sunday,August,11,1,1,29,0,29,26.79310344827586,1,4.538461538461538
D5,2026-09-02,TRP-0617,Store F,17.41,78.51,1900-01-01 12:30:00,12,37,Wednesday,September,12,0,1,44,4,31,24.774193548387096,1,0.3157894736842105
D5,2026-09-03,TRP-0618,Office B,17.405,78.515,1900-01-01 15:15:00,47,22,Thursday,September,15,0,1,22,4,28,22.071428571428573,2,2.0434782608695654
D5,2026-09-07,TRP-0619,Railway Station,17.432,78.498,1900-01-01 08:15:00,39,29,Monday,September,8,0,2,33,0,37,27.62162162162162,1,1.3
D5,2026-09-08,TRP-0620,Park A,17.418,78.518,1900-01-01 16:45:00,16,40,Tuesday,September,16,0,1,29,0,29,26.79310344827586,1,0.3902439024390244
D5,2026-09-11,TRP-0621,Bank B,17.398,78.498,1900-01-01 12:15:00,24,40,Friday,September,12,0,1,2,4,29,29.17241379310345,1,0.5853658536585366
D5,2026-09-12,TRP-0622,Hotel B,17.378,78.476,1900-01-01 14:15:00,48,38,Saturday,September,14,1,1,12,2,40,25.2,1,1.2307692307692308
D5,2026-09-14,TRP-0623,Outlet 1,17.385,78.49,1900-01-01 12:45:00,11,10,Monday,September,12,0,1,24,4,35,27.82857142857143,1,1.0
D5,2026-09-21,TRP-0624,Hub South,17.33,78.44,1900-01-01 12:30:00,45,35,Monday,September,12,0,1,15,1,33,27.272727272727273,1,1.25
D5,2026-09-23,TRP-0625,Clinic A,17.382,78.483,1900-01-01 09:30:00,49,18,Wednesday,September,9,0,2,4,4,42,28.404761904761905,1,2.5789473684210527
D5,2026-09-29,TRP-0626,Factory 1,17.46,78.55,1900-01-01 15:15:00,34,21,Tuesday,September,15,0,1,9,0,36,24.38888888888889,1,1.5454545454545454
D5,2026-09-30,TRP-0627,Store G,17.42,78.49,1900-01-01 08:30:00,56,32,Wednesday,September,8,0,2,45,4,47,30.80851063829787,1,1.696969696969697
D5,2026-10-02,TRP-0628,Hub North,17.45,78.54,1900-01-01 12:45:00,46,23,Friday,October,12,0,1,14,0,53,27.39622641509434,1,1.9166666666666667
D5,2026-10-10,TRP-0629,Bus Terminal,17.384,78.456,1900-01-01 16:15:00,12,38,Saturday,October,16,1,1,3,2,42,25.738095238095237,1,0.3076923076923077
D5,2026-10-12,TRP-0630,Outlet 5,17.412,78.498,1900-01-01 12:30:00,13,14,Monday,October,12,0,1,28,4,43,28.72093023255814,1,0.8666666666666667
D5,2026-10-17,TRP-0631,Store G,17.42,78.49,1900-01-01 15:45:00,12,43,Saturday,October,15,1,1,45,4,47,30.80851063829787,2,0.2727272727272727
D5,2026-10-20,TRP-0632,Store I,17.43,78.52,1900-01-01 14:30:00,60,22,Tuesday,October,14,0,1,47,0,41,28.170731707317074,1,2.608695652173913
D5,2026-10-21,TRP-0633,Market 2,17.385,78.508,1900-01-01 11:00:00,10,19,Wednesday,October,11,0,1,20,4,41,27.073170731707318,2,0.5
D5,2026-10-27,TRP-0634,Office C,17.415,78.485,1900-01-01 14:45:00,49,36,Tuesday,October,14,0,1,23,4,34,27.852941176470587,1,1.3243243243243243
D5,2026-10-28,TRP-0635,Depot A,17.435,78.535,1900-01-01 15:00:00,33,32,Wednesday,October,15,0,1,7,0,41,28.926829268292682,1,1.0
D5,2026-10-29,TRP-0636,School 1,17.372,78.468,1900-01-01 11:15:00,44,34,Thursday,October,11,0,1,36,2,30,28.1,1,1.2571428571428571
D5,2026-10-30,TRP-0637,Market 1,17.395,78.488,1900-01-01 16:15:00,17,15,Friday,October,16,0,1,19,4,52,25.71153846153846,1,1.0625
D5,2026-10-31,TRP-0638,Store G,17.42,78.49,1900-01-01 14:00:00,30,45,Saturday,October,14,1,1,45,4,47,30.80851063829787,1,0.6521739130434783
D5,2026-11-01,TRP-0639,Store J,17.395,78.505,1900-01-01 10:30:00,13,35,Sunday,November,10,1,2,48,4,34,28.352941176470587,1,0.3611111111111111
D5,2026-11-05,TRP-0640,Store I,17.43,78.52,1900-01-01 09:15:00,43,36,Thursday,November,9,0,2,47,0,41,28.170731707317074,1,1.162162162162162
D5,2026-11-06,TRP-0641,Office B,17.405,78.515,1900-01-01 09:45:00,43,21,Friday,November,9,0,2,22,4,28,22.071428571428573,1,1.9545454545454546
D5,2026-11-11,TRP-0642,School 2,17.408,78.512,1900-01-01 14:45:00,44,27,Wednesday,November,14,0,1,37,4,49,26.6734693877551,1,1.5714285714285714
D5,2026-11-16,TRP-0643,Office C,17.415,78.485,1900-01-01 12:00:00,12,12,Monday,November,12,0,1,23,4,34,27.852941176470587,1,0.9230769230769231
D5,2026-11-17,TRP-0644,Restaurant 1,17.402,78.502,1900-01-01 08:15:00,38,29,Tuesday,November,8,0,2,34,4,32,30.96875,1,1.2666666666666666
D5,2026-11-18,TRP-0645,Railway Station,17.432,78.498,1900-01-01 08:45:00,60,27,Wednesday,November,8,0,2,33,0,37,27.62162162162162,1,2.142857142857143
D5,2026-11-21,TRP-0646,Factory 1,17.46,78.55,1900-01-01 13:00:00,38,13,Saturday,November,13,1,1,9,0,36,24.38888888888889,1,2.7142857142857144
D5,2026-11-26,TRP-0647,Park A,17.418,78.518,1900-01-01 08:45:00,27,43,Thursday,November,8,0,2,29,0,29,26.79310344827586,2,0.6136363636363636
D5,2026-11-28,TRP-0648,Market 2,17.385,78.508,1900-01-01 13:30:00,38,43,Saturday,November,13,1,1,20,4,41,27.073170731707318,1,0.8636363636363636
D5,2026-11-29,TRP-0649,Depot B,17.345,78.455,1900-01-01 14:45:00,30,33,Sunday,November,14,1,1,8,2,43,28.790697674418606,1,0.8823529411764706
D5,2026-12-03,TRP-0650,Hub North,17.45,78.54,1900-01-01 08:00:00,34,10,Thursday,December,8,0,2,14,0,53,27.39622641509434,1,3.090909090909091
D5,2026-12-06,TRP-0651,Store A,17.385,78.486,1900-01-01 14:00:00,52,23,Sunday,December,14,1,1,39,4,38,28.526315789473685,2,2.1666666666666665
D5,2026-12-07,TRP-0652,Bank A,17.388,78.482,1900-01-01 11:15:00,11,15,Monday,December,11,0,1,1,4,36,27.166666666666668,1,0.6875
D5,2026-12-08,TRP-0653,School 1,17.372,78.468,1900-01-01 16:45:00,38,36,Tuesday,December,16,0,1,36,2,30,28.1,1,1.027027027027027
D5,2026-12-14,TRP-0654,Depot B,17.345,78.455,1900-01-01 12:15:00,41,22,Monday,December,12,0,1,8,2,43,28.790697674418606,1,1.7826086956521738
D5,2026-12-16,TRP-0655,Bus Terminal,17.384,78.456,1900-01-01 15:30:00,14,20,Wednesday,December,15,0,1,3,2,42,25.738095238095237,1,0.6666666666666666
D5,2026-12-17,TRP-0656,Store D,17.4,78.5,1900-01-01 09:45:00,53,31,Thursday,December,9,0,2,42,4,50,29.36,1,1.65625
D5,2026-12-23,TRP-0657,Tech Park 1,17.425,78.515,1900-01-01 16:45:00,56,37,Wednesday,December,16,0,1,49,0,35,24.485714285714284,1,1.4736842105263157
D5,2026-12-24,TRP-0658,Factory 1,17.46,78.55,1900-01-01 13:30:00,23,18,Thursday,December,13,0,1,9,0,36,24.38888888888889,1,1.2105263157894737
D5,2026-12-25,TRP-0659,Restaurant 2,17.362,78.462,1900-01-01 13:45:00,53,18,Friday,December,13,0,1,35,2,38,24.55263157894737,1,2.789473684210526
D5,2026-12-27,TRP-0660,Clinic A,17.382,78.483,1900-01-01 15:45:00,10,37,Sunday,December,15,1,1,4,4,42,28.404761904761905,2,0.2631578947368421
D6,2026-01-01,TRP-0661,Mall 2,17.425,78.525,1900-01-01 16:30:00,34,37,Thursday,January,16,0,1,18,0,32,27.375,1,0.8947368421052632
D6,2026-01-09,TRP-0662,Store A,17.385,78.486,1900-01-01 14:30:00,14,22,Friday,January,14,0,1,39,4,38,28.526315789473685,1,0.6086956521739131
D6,2026-01-10,TRP-0663,Factory 2,17.32,78.43,1900-01-01 16:15:00,20,41,Saturday,January,16,1,1,10,1,40,27.15,1,0.47619047619047616
D6,2026-01-11,TRP-0664,Bank A,17.388,78.482,1900-01-01 09:45:00,16,39,Sunday,January,9,1,2,1,4,36,27.166666666666668,1,0.4
D6,2026-01-12,TRP-0665,Store C,17.375,78.48,1900-01-01 10:30:00,56,17,Monday,January,10,0,2,41,2,41,29.146341463414632,1,3.111111111111111
D6,2026-01-13,TRP-0666,Park A,17.418,78.518,1900-01-01 08:15:00,32,29,Tuesday,January,8,0,2,29,0,29,26.79310344827586,1,1.0666666666666667
D6,2026-01-14,TRP-0667,Clinic B,17.392,78.496,1900-01-01 08:00:00,46,37,Wednesday,January,8,0,2,5,4,39,28.384615384615383,1,1.2105263157894737
D6,2026-01-17,TRP-0668,Hotel B,17.378,78.476,1900-01-01 13:00:00,54,19,Saturday,January,13,1,1,12,2,40,25.2,1,2.7
D6,2026-01-20,TRP-0669,Hub East,17.395,78.55,1900-01-01 15:00:00,32,27,Tuesday,January,15,0,1,13,0,39,27.94871794871795,1,1.1428571428571428
D6,2026-01-25,TRP-0670,Store G,17.42,78.49,1900-01-01 10:30:00,37,24,Sunday,January,10,1,2,45,4,47,30.80851063829787,1,1.48
D6,2026-01-27,TRP-0671,Office A,17.38,78.475,1900-01-01 16:45:00,16,25,Tuesday,January,16,0,1,21,2,32,28.09375,1,0.6153846153846154
D6,2026-02-04,TRP-0672,Factory 2,17.32,78.43,1900-01-01 16:00:00,38,14,Wednesday,February,16,0,1,10,1,40,27.15,1,2.533333333333333
D6,2026-02-06,TRP-0673,Depot A,17.435,78.535,1900-01-01 14:45:00,42,39,Friday,February,14,0,1,7,0,41,28.926829268292682,1,1.05
D6,2026-02-07,TRP-0674,Store J,17.395,78.505,1900-01-01 15:00:00,42,26,Saturday,February,15,1,1,48,4,34,28.352941176470587,1,1.5555555555555556
D6,2026-02-08,TRP-0675,Hotel A,17.388,78.492,1900-01-01 15:30:00,30,24,Sunday,February,15,1,1,11,4,44,28.045454545454547,1,1.2
D6,2026-02-09,TRP-0676,Hub West,17.395,78.43,1900-01-01 11:15:00,36,34,Monday,February,11,0,1,16,3,49,29.20408163265306,1,1.0285714285714285
D6,2026-02-10,TRP-0677,Store I,17.43,78.52,1900-01-01 13:15:00,50,23,Tuesday,February,13,0,1,47,0,41,28.170731707317074,1,2.0833333333333335
D6,2026-02-17,TRP-0678,Market 2,17.385,78.508,1900-01-01 09:30:00,46,16,Tuesday,February,9,0,2,20,4,41,27.073170731707318,1,2.7058823529411766
D6,2026-02-19,TRP-0679,Park B,17.358,78.458,1900-01-01 13:30:00,39,24,Thursday,February,13,0,1,30,2,33,24.484848484848484,1,1.56
D6,2026-02-22,TRP-0680,Office B,17.405,78.515,1900-01-01 10:00:00,17,18,Sunday,February,10,1,2,22,4,28,22.071428571428573,1,0.8947368421052632
D6,2026-02-23,TRP-0681,Pharmacy 1,17.375,78.472,1900-01-01 13:45:00,36,24,Monday,February,13,0,1,31,2,24,27.541666666666668,1,1.44
D6,2026-02-26,TRP-0682,Hotel A,17.388,78.492,1900-01-01 12:45:00,60,41,Thursday,February,12,0,1,11,4,44,28.045454545454547,2,1.4285714285714286
D6,2026-03-08,TRP-0683,Shopping Center,17.445,78.527,1900-01-01 16:15:00,50,23,Sunday,March,16,1,1,38,0,39,29.94871794871795,1,2.0833333333333335
D6,2026-03-10,TRP-0684,Hub West,17.395,78.43,1900-01-01 14:30:00,53,13,Tuesday,March,14,0,1,16,3,49,29.20408163265306,1,3.7857142857142856
D6,2026-03-12,TRP-0685,Pharmacy 2,17.405,78.495,1900-01-01 12:00:00,60,37,Thursday,March,12,0,1,32,4,33,26.454545454545453,1,1.5789473684210527
D6,2026-03-13,TRP-0686,Pharmacy 1,17.375,78.472,1900-01-01 16:00:00,22,12,Friday,March,16,0,1,31,2,24,27.541666666666668,1,1.6923076923076923
D6,2026-03-16,TRP-0687,Store J,17.395,78.505,1900-01-01 13:00:00,12,17,Monday,March,13,0,1,48,4,34,28.352941176470587,1,0.6666666666666666
D6,2026-03-20,TRP-0688,Factory 1,17.46,78.55,1900-01-01 14:15:00,54,19,Friday,March,14,0,1,9,0,36,24.38888888888889,1,2.7
D6,2026-03-21,TRP-0689,Park B,17.358,78.458,1900-01-01 12:30:00,35,31,Saturday,March,12,1,1,30,2,33,24.484848484848484,1,1.09375
D6,2026-03-26,TRP-0690,Office A,17.38,78.475,1900-01-01 16:00:00,11,23,Thursday,March,16,0,1,21,2,32,28.09375,1,0.4583333333333333
D6,2026-03-27,TRP-0691,Hub South,17.33,78.44,1900-01-01 12:45:00,34,33,Friday,March,12,0,1,15,1,33,27.272727272727273,2,1.0
D6,2026-03-30,TRP-0692,Bank B,17.398,78.498,1900-01-01 08:30:00,53,34,Monday,March,8,0,2,2,4,29,29.17241379310345,1,1.5142857142857142
D6,2026-03-31,TRP-0693,Airport Gate,17.24,78.43,1900-01-01 09:45:00,28,33,Tuesday,March,9,0,2,0,1,46,28.369565217391305,1,0.8235294117647058
D6,2026-04-02,TRP-0694,Hub North,17.45,78.54,1900-01-01 11:45:00,23,40,Thursday,April,11,0,1,14,0,53,27.39622641509434,2,0.5609756097560976
